,년,월,시간,주야,요일,시도,시군구,사고유형_대분류,면허경과년수,가해자법규위반,성별,연령,사망여부,가해자음주농도,보호장구,안전모_착용여부,도로종류,도로형태_대분류,도로형태,도로선형_대분류,도로선형_중분류,도로선형,교차로형태_대분류,교차로형태,노면상태_대분류,노면상태,기상상태,어린이보호구역여부,시도군구,exists,long,lat
5323,2012,5,9,주,목,충청남도,홍성군,차대차,15~,안전운전 의무 불이행,남,77,1,0,안전모,착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,충청남도홍성군,1,126.662908333333,36.5983611111111
5496,2012,5,9,주,일,전라남도,순천시,차대차,5~9,신호위반,남,69,1,0,안전모,착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,전라남도순천시,1,127.489330555555,34.9476055555555
5504,2012,5,14,주,일,서울시,강북구,차량단독,1~4,안전운전 의무 불이행,남,68,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,서울시강북구,1,127.027719444444,37.6369555555555
5517,2012,5,20,야,일,충청남도,아산시,차대차,1~4,안전운전 의무 불이행,남,74,1,0,,,이면도로,,,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도아산시,1,127.004641666666,36.7871055555555
5549,2012,5,11,주,월,전라북도,남원시,차대차,15~,,남,71,1,0,안전모,착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라북도남원시,1,127.3925,35.4132555555555
5606,2012,5,12,주,화,부산시,남구,차량단독,미상,안전운전 의무 불이행,남,59,1,0.05%~0.09%,안전모,,특별광역시도,교차로,교차로내,직선,직선,내리막,교차로,교차로 - 사지,포장,건조,맑음,N,부산시남구,1,129.0865,35.1334083333333
5656,2012,5,8,주,수,강원도,고성군,차량단독,15~,안전운전 의무 불이행,남,88,1,0,안전모,착용,군도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,강원도고성군,1,128.470163888888,38.3779611111111
5724,2012,5,2,야,목,경상남도,김해시,차량단독,10~14,안전운전 의무 불이행,남,28,1,0.10%~0.14%,안전모,미착용,,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상남도김해시,1,128.891666666666,35.2255055555555
5736,2012,5,10,주,목,경상남도,거창군,차량단독,15~,안전운전 의무 불이행,남,84,1,0,안전모,착용,군도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경상남도거창군,1,127.911655555555,35.683625
5737,2012,5,10,주,목,대전시,동구,차대차,10~14,안전운전 의무 불이행,남,69,1,0,안전모,착용,특별광역시도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,대전시동구,1,127.454859584609,36.3120402777084
5750,2012,5,17,주,목,경기도,가평군,차대차,미상,중앙선 침범,남,52,1,0,안전모,미착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,우,오르막,교차로아님,교차로아님,포장,건조,맑음,N,경기도가평군,1,127.511777777777,37.8288305555555
5816,2012,5,21,야,금,경상북도,경산시,차대차,1~4,안전운전 의무 불이행,남,21,1,0,안전모,착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경상북도경산시,1,128.743463888888,35.8220888888888
5822,2012,5,2,야,토,대구시,북구,차량단독,1~4,안전운전 의무 불이행,남,18,1,0.10%~0.14%,안전모,착용,특별광역시도,교차로,교차로부근,직선,직선,내리막,교차로,교차로 - 삼지,포장,건조,맑음,N,대구시북구,1,128.582892353917,35.8858645969598
5886,2012,5,0,야,일,경기도,포천시,차량단독,미상,,남,35,1,0.05%~0.09%,안전모,,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경기도포천시,1,127.202419444444,37.8921555555555
5939,2012,5,6,주,월,경상북도,안동시,차대차,1~4,안전운전 의무 불이행,남,16,1,0,안전모,미착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상북도안동시,1,128.731622222222,36.5654638888888
5952,2012,5,11,주,월,경상북도,군위군,차대차,5~9,중앙선 침범,남,76,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상북도군위군,1,128.575077777777,36.2399972222222
6027,2012,5,16,주,화,경상북도,성주군,차대차,5~9,안전운전 의무 불이행,남,76,1,0.05%~0.09%,안전모,착용,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상북도성주군,1,128.285152777777,35.9162111111111
6281,2012,6,14,주,일,충청북도,청원군,차대차,미상,신호위반,남,76,1,0,안전모,,지방도,교차로,교차로내,커브ㆍ곡각 ,좌,평지  ,교차로,교차로 - 삼지,포장,건조,맑음,N,충청북도청원군,1,127.431119,36.549748
6313,2012,6,8,주,월,서울시,동대문구,차대차,15~,교차로 통행방법 위반,남,51,1,0,안전모,착용,특별광역시도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,서울시동대문구,1,127.042141666666,37.571625
6355,2012,6,19,야,월,전라남도,영암군,차량단독,5~9,안전운전 의무 불이행,남,62,1,0,안전모,미착용,이면도로,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,흐림,N,전라남도영암군,1,126.698619444444,34.7969888888888
6368,2012,6,6,주,화,경상남도,밀양시,차대차,미상,교차로 통행방법 위반,남,54,1,0.20%~0.24%,안전모,미착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경상남도밀양시,1,128.748944444444,35.5007777777777
6379,2012,6,11,주,화,충청남도,서천군,차량단독,15~,안전운전 의무 불이행,남,65,1,0,안전모,착용,,,,,,,교차로아님,교차로아님,포장,건조,맑음,N,충청남도서천군,1,126.693888888888,36.0774055555555
6437,2012,6,2,야,수,강원도,횡성군,차량단독,1~4,안전운전 의무 불이행,남,18,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,강원도횡성군,1,127.987222222222,37.4889583333333
6476,2012,6,19,야,수,서울시,구로구,차대차,5~9,신호위반,남,29,1,0,안전모,미착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,서울시구로구,1,126.889597222222,37.49265
6606,2012,6,2,야,토,경기도,남양주시,차대차,1~4,신호위반,남,21,1,0,안전모,착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경기도남양주시,1,127.218633333333,37.6331777777777
6629,2012,6,12,주,토,제주시,제주시,차대차,15~,중앙선 침범,남,76,1,0,안전모,미착용,지방도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,제주시제주시,1,126.533208333333,33.4963111111111
6660,2012,6,22,야,토,서울시,서초구,차대차,1~4,신호위반,남,18,1,0,안전모,미착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,서울시서초구,1,127.034811111111,37.4807861111111
6689,2012,6,15,주,일,제주시,서귀포시,차량단독,1~4,안전운전 의무 불이행,남,20,1,0,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,우,내리막,교차로아님,교차로아님,포장,건조,맑음,N,제주시서귀포시,1,126.512555555555,33.25235
6733,2012,6,8,주,월,부산시,영도구,차대차,미상,안전거리 미확보,남,69,1,0,안전모,착용,특별광역시도,단일로,횡단보도부근,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,부산시영도구,1,129.070186111111,35.0881166666666
6794,2012,6,14,주,화,충청남도,부여군,차대차,15~,안전운전 의무 불이행,남,68,1,0,안전모,,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도부여군,1,126.911863888888,36.2728222222222
6831,2012,6,1,야,수,부산시,부산진구,차대차,1~4,중앙선 침범,남,22,1,0,안전모,,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,부산시부산진구,1,129.055319444444,35.1599527777777
6880,2012,6,23,야,수,충청남도,부여군,차량단독,미상,안전운전 의무 불이행,남,40,1,0,안전모,미착용,군도,,,직선,직선,평지,교차로아님,교차로아님,포장,,맑음,N,충청남도부여군,1,126.911863888888,36.2728222222222
6933,2012,6,0,야,금,대구시,동구,차량단독,1~4,안전운전 의무 불이행,남,22,1,0,안전모,착용,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,대구시동구,1,128.635558440423,35.8868272789712
6950,2012,6,10,주,금,전라남도,나주시,차량단독,15~,안전운전 의무 불이행,남,74,1,0,,,,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,전라남도나주시,1,126.712866666666,35.0128388888888
7041,2012,6,20,야,토,충청남도,연기군,차대차,1~4,중앙선 침범,남,52,1,0.05%~0.09%,안전모,착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,흐림,N,충청남도연기군,1,127.282781,36.474616
7052,2012,6,23,야,토,인천시,서구,차대차,미상,안전운전 의무 불이행,남,43,1,0.15%~0.19%,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,인천시서구,1,126.675961611619,37.5454637180429
7057,2012,6,1,야,일,전라북도,전주시,차량단독,미상,안전운전 의무 불이행,남,33,1,0,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,전라북도전주시,1,127.121919444444,35.8091888888888
7064,2012,6,7,주,일,경기도,시흥시,차대차,10~14,신호위반,남,40,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경기도시흥시,1,126.805077777777,37.3773194444444
7115,2012,6,3,야,월,강원도,강릉시,차량단독,1~4,안전운전 의무 불이행,남,21,1,0.10%~0.14%,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,강원도강릉시,1,128.878497222222,37.7491361111111
7116,2012,6,5,야,월,서울시,마포구,차량단독,1~4,안전운전 의무 불이행,남,34,1,0.20%~0.24%,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시마포구,1,126.910530555555,37.5607055555555
7124,2012,6,9,주,월,충청북도,진천군,차대차,15~,안전운전 의무 불이행,남,74,1,0,안전모,착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,충청북도진천군,1,127.437644444444,36.8525388888888
7127,2012,6,10,주,월,충청남도,부여군,차대차,미상,안전운전 의무 불이행,남,46,1,0,안전모,,지방도,교차로,교차로내,커브ㆍ곡각 ,좌,평지  ,교차로,교차로 - 삼지,포장,건조,맑음,N,충청남도부여군,1,126.911863888888,36.2728222222222
7154,2012,6,21,야,월,경상북도,의성군,차대차,10~14,중앙선 침범,남,75,1,0,안전모,,일반국도,단일로,기타단일로,직선,직선,오르막,교차로아님,교차로아님,포장,건조,맑음,N,경상북도의성군,1,128.699363888888,36.3497583333333
7202,2012,6,21,야,화,경기도,광주시,차대차,미상,신호위반,남,42,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경기도광주시,1,127.257786111111,37.4145055555555
7235,2012,6,15,주,수,경기도,이천시,차량단독,1~4,안전운전 의무 불이행,남,60,1,0,안전모,미착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,경기도이천시,1,127.443219444444,37.2754361111111
7240,2012,6,16,주,수,전라남도,영광군,차량단독,1~4,안전운전 의무 불이행,남,64,1,0.05%~0.09%,안전모,,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도영광군,1,126.514086111111,35.2741666666666
7363,2012,6,18,야,금,경상북도,영천시,차대차,1~4,중앙선 침범,남,61,1,0.05%~0.09%,,,일반국도,교차로,교차로내,커브ㆍ곡각 ,우,평지  ,교차로,교차로 - 사지,포장,건조,맑음,N,경상북도영천시,1,128.940775,35.9700527777777
7431,2012,6,21,야,토,대전시,중구,차량단독,미상,안전운전 의무 불이행,남,21,1,0,안전모,미착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,대전시중구,1,127.421380984609,36.3258298947226
7490,2012,6,20,야,일,전라북도,정읍시,차대차,미상,중앙선 침범,남,34,1,0,안전모,미착용,시도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,전라북도정읍시,1,126.858111111111,35.5668722222222
7509,2012,6,6,주,월,경상남도,의령군,차대차,15~,중앙선 침범,남,72,1,0,안전모,착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상남도의령군,1,128.263822222222,35.3191194444444
7522,2012,6,14,주,금,경상북도,고령군,차대차,15~,안전운전 의무 불이행,남,71,1,0,안전모,미착용,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경상북도고령군,1,128.265022222222,35.7229861111111
7572,2012,6,4,야,화,충청남도,아산시,차량단독,1~4,안전운전 의무 불이행,남,22,1,0,,,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도아산시,1,127.004641666666,36.7871055555555
7611,2012,6,18,야,화,경기도,평택시,차대차,미상,안전운전 의무 불이행,남,17,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경기도평택시,1,127.114655555555,36.9894388888888
